video_name,split,interview
54TGLGvIm_8.003,train,0.616822429906542
cLaZxEf1nE4.001,train,0.4766355140186915
On2c_8sU8Vw.002,train,0.4672897196261681
kDJigDGDJTo.003,train,0.5327102803738317
1hpZ2ecWqtI.002,train,0.4205607476635514
9yZEb6bdxNY.000,train,0.8037383177570093
f0LnGz5Z6kA.002,train,0.514018691588785
ASDpn9yOYAo.002,train,0.4485981308411215
--Ymqszjv54.001,train,0.5887850467289719
Q43qO4HC6mA.000,train,0.4205607476635514
HH03EXo0TB0.004,train,0.616822429906542
8PXQ_5tUv74.001,train,0.5607476635514018
eFzN_frNW8g.002,train,0.5420560747663551
nR0h3WFbPfA.004,train,0.5700934579439252
p6UMx8dwHZQ.000,train,0.4018691588785046
jq1dLOVUQJA.000,train,0.719626168224299
w989xx44UQI.003,train,0.5887850467289719
6TkMavTyimI.005,train,0.6355140186915886
0hWbtuRVUgM.001,train,0.6635514018691588
ax8wm9K41og.000,train,0.4672897196261681
eXtskPoi58A.000,train,0.6915887850467289
7wsksuXYoMY.001,train,0.5700934579439252
-9BZ8A9U7TE.004,train,0.4859813084112149
alucqviYJFE.003,train,0.4766355140186915
ZO5JoyVTat8.005,train,0.4018691588785046
5f6s8cwA7WQ.005,train,0.7476635514018691
59Smv7wl--w.005,train,0.514018691588785
9o10YrQykMk.000,train,0.5794392523364486
Fz1BcPpjNXY.001,train,0.3177570093457943
KLY518hfGhU.001,train,0.6355140186915886
yOzHZOg95Ug.005,train,0.2242990654205607
nOFHZ_s7Et4.001,train,0.5981308411214953
U22Jy0m5xSQ.005,train,0.719626168224299
YGrCXe2-fVk.004,train,0.6915887850467289
T4eZ81aJwJI.003,train,0.4953271028037382
3JzvXA-Zfbs.002,train,0.3177570093457943
cFGjJg-2zOk.002,train,0.7289719626168224
117jrwvl2Nc.000,train,0.6355140186915886
F0VbEO_0Ybc.000,train,0.4859813084112149
41NNb7cucVo.002,train,0.6074766355140186
Ay7bZ7Sgx9Q.001,train,0.4018691588785046
Hklc55y7vUI.000,train,0.233644859813084
yuE25dFTn2o.000,train,0.4766355140186915
YzcZY1mUZfc.001,train,0.7663551401869158
za14O68VN3E.001,train,0.2242990654205607
IXVf5VWxOAg.002,train,0.2242990654205607
rvB9DYAKHpk.001,train,0.3644859813084112
hIFNZ_ycngg.002,train,0.4018691588785046
TNtcyfM9jak.003,train,0.4485981308411215
PRplbrM70sg.001,train,0.6355140186915886
AVLEr0sYFhs.000,train,0.3644859813084112
WD1WsbooU2w.001,train,0.3551401869158878
tcmYlyeqwuI.004,train,0.4579439252336448
FZYN9ZFngFM.001,train,0.4859813084112149
c7tczvW3_dQ.000,train,0.5514018691588785
eOUVFTqPeGk.002,train,0.644859813084112
3WmWJ1lNy-U.001,train,0.3831775700934579
HPEemWelY1E.000,train,0.6074766355140186
U9cidDFDTQE.001,train,0.4672897196261681
OMHlfDF99Mw.004,train,0.4485981308411215
d4iSwRMV0bA.002,train,0.336448598130841
CLGJCzz6tIU.001,train,0.5327102803738317
sBw7VHQ74SY.005,train,0.4205607476635514
2mfmw63l88g.004,train,0.3551401869158878
puLXzqUvm_U.003,train,0.3177570093457943
-awAu11kBZ0.000,train,0.439252336448598
iJGHwoJKEpA.002,train,0.02803738317757
62ngcaBjRCY.005,train,0.4018691588785046
TD2jIXMD-SM.001,train,0.4859813084112149
2TMl5EMrdVI.002,train,0.4299065420560747
1pm5uoU85FI.003,train,0.5420560747663551
rUGAiuYHNgE.000,train,0.3925233644859813
WuHLxhCSnGs.004,train,0.3925233644859813
Lt89YrQHF_w.002,train,0.4953271028037382
mY1ZTvNVkSA.002,train,0.7383177570093457
orlXEgAepGo.003,train,0.3738317757009345
LLP-oZfo8oE.002,train,0.2803738317757009
UvX6ctu2ObM.002,train,0.2803738317757009
2DZb5yIc6Fg.001,train,0.0373831775700934
P0ZzjnS8E24.000,train,0.6355140186915886
F5kL7RWS_f0.000,train,0.2897196261682243
y1e8xPAaL9k.002,train,0.4485981308411215
YjXUMygVw7U.002,train,0.3925233644859813
3LAaFUSGvsU.004,train,0.6635514018691588
cOirMOCpdo8.003,train,0.4672897196261681
gkKHdsF6du4.003,train,0.5981308411214953
l0qApUuiDjo.005,train,0.2990654205607476
P0a209IS614.005,train,0.719626168224299
KJ643kfjqLY.001,train,0.4485981308411215
jPpZkVzQywk.001,train,0.3738317757009345
4CSV8L7aVik.000,train,0.5327102803738317
AS8snUf9eX0.000,train,0.5233644859813084
L_gmlaz-0s4.003,train,0.5514018691588785
pQy4omHIf7o.000,train,0.308411214953271
dVbo9Ftlyl0.004,train,0.5046728971962616
vQEZ5KF9I4E.003,train,0.4766355140186915
1uCO2d0pFg0.000,train,0.6635514018691588
w989xx44UQI.000,train,0.5327102803738317
sNs4yCA11wk.002,train,0.7383177570093457
t1PKNXE-IiM.005,train,0.7663551401869158
RlUuWWWFrhM.005,train,0.4859813084112149
p-V78q8dtYo.005,train,0.1588785046728971
IWAT58l2Chg.001,train,0.5981308411214953
sOkGz6gEmGk.003,train,0.6822429906542056
8Yo-27O0P38.003,train,0.5981308411214953
pEYFpmjwKC0.004,train,0.336448598130841
fL8VYpOTLSM.001,train,0.3177570093457943
SfldZBPyPFo.003,train,0.336448598130841
NXG4n1pr4Ok.001,train,0.439252336448598
YC3X1DcnUrk.005,train,0.439252336448598
grhDDOLsBho.000,train,0.3457943925233644
XPV4pavXh94.001,train,0.6915887850467289
rGTn2uaCAT0.004,train,0.6915887850467289
mkWfG-4vvGc.000,train,0.6355140186915886
VTv4BAYgJpk.003,train,0.616822429906542
MswJxdf-3Fc.002,train,0.5700934579439252
3lV-sr3NOUo.004,train,0.3457943925233644
k4QmzZuQl9s.003,train,0.6822429906542056
mhF4kYTlVUE.002,train,0.5233644859813084
KYvbRwTCtaU.003,train,0.5420560747663551
DTZeyoKUPx4.002,train,0.233644859813084
KmHe8urs3LI.005,train,0.2429906542056074
xRLaEoXAsjk.001,train,0.7009345794392522
jxt1W2WRNHQ.000,train,0.6261682242990654
djsoQkroHpo.005,train,0.4579439252336448
Zi7QHI_5ipU.005,train,0.6542056074766355
YiX6thczM1w.001,train,0.5233644859813084
n6JNJurop2U.003,train,0.6635514018691588
LSqijVxP0EM.002,train,0.3177570093457943
IHJn3UHXCMs.000,train,0.3177570093457943
YryBLVZgJj0.005,train,0.4205607476635514
xbAb00tGeBQ.000,train,0.6074766355140186
W7BbL3NZvrU.004,train,0.3644859813084112
mflgXFsGU9w.002,train,0.4299065420560747
2PSGksTyrnI.001,train,0.308411214953271
SIpQm4G4DDg.004,train,0.4205607476635514
ZRrduU1CXqU.003,train,0.5981308411214953
TSGpD2NBeCQ.002,train,0.5514018691588785
o7J2fWIJndQ.005,train,0.6542056074766355
DyZlhseSuec.004,train,0.6822429906542056
t899haDGi38.002,train,0.7383177570093457
XEpdSMQfEOs.002,train,0.6822429906542056
omQ5CGXJKS8.001,train,0.719626168224299
RGuHfwIRKpA.000,train,0.4299065420560747
VTrqCDYHVqU.002,train,0.4018691588785046
uf_sIIw4zxY.002,train,0.644859813084112
FkzVX7SQ9wE.001,train,0.616822429906542
XkeSLRAftxA.004,train,0.7757009345794392
A7exx3pEPkE.003,train,0.1869158878504672
nKLhatlbqEw.005,train,0.4672897196261681
IFF47jVKMj8.003,train,0.5514018691588785
YXz6s1XNOLs.005,train,0.4485981308411215
rD6NViDdyOU.001,train,0.4859813084112149
Or2_bP4lWYI.004,train,0.6635514018691588
3AyjQQYmqU4.001,train,0.644859813084112
B4ducm9sydg.000,train,0.308411214953271
3ccY8jYkI5o.000,train,0.7943925233644858
nLuAoNAOGcQ.000,train,0.8130841121495327
zH9pTx5_ZwY.004,train,0.439252336448598
sqnW6xXYTKg.003,train,0.5887850467289719
SCnQFpdklMg.004,train,0.4766355140186915
C_NtwmmF2Ys.002,train,0.1401869158878504
39o1zJFeM7E.003,train,0.6915887850467289
xmD4FKMq2rk.000,train,0.4018691588785046
nCWEEoJfjgE.000,train,0.5327102803738317
KnbEca4Ibwk.002,train,0.3644859813084112
fDw_PAgW07o.003,train,0.233644859813084
_Py_lytyY5A.005,train,0.5046728971962616
REAxeTWo1QM.002,train,0.5046728971962616
5-mwIFjOWZ4.000,train,0.5233644859813084
CQMH9Qguuao.000,train,0.514018691588785
8gvBbE6iZNo.005,train,0.7850467289719626
wr4dP9MuHME.005,train,0.4299065420560747
modNfUPt3F4.005,train,0.6074766355140186
FU1ak530DDo.001,train,0.3925233644859813
OwI3Q-qUqDw.001,train,0.3551401869158878
uMCRfie1lkc.001,train,0.4579439252336448
6WSr4IW6cNI.000,train,0.5981308411214953
kppgmuWEv-A.001,train,0.3457943925233644
YzcZY1mUZfc.003,train,0.7850467289719626
A0braVJH3Pw.000,train,0.4485981308411215
E3z1D7CKoOA.005,train,0.2710280373831775
cvg03XGFjCk.004,train,0.5327102803738317
G7QTNbKbu_4.005,train,0.4485981308411215
vqLtOsoNPnU.004,train,0.7663551401869158
O14mSiNfYDo.001,train,0.5233644859813084
Egogv6acOd0.004,train,0.2429906542056074
hOXvRgxjfik.004,train,0.3925233644859813
kDP6_hiBR0o.005,train,0.5046728971962616
59Smv7wl--w.001,train,0.616822429906542
rqfvIjzegpI.001,train,0.616822429906542
4xdT0Uedsro.000,train,0.5607476635514018
2uAJJH7B5aw.000,train,0.5794392523364486
pOBn7AuGIuI.003,train,0.6728971962616823
y4Ej1YSEQf0.000,train,0.8785046728971962
_X6_C_Oy9VA.004,train,0.5420560747663551
-mt-IKgGhuY.004,train,0.5887850467289719
2TbU3Eg2i4A.004,train,0.2149532710280373
6N02tjYPLh8.000,train,0.336448598130841
IPjl2LdPMn0.004,train,0.5420560747663551
lxnV9X8T2Zc.003,train,0.6915887850467289
ogSLrHVeqLI.003,train,0.3925233644859813
vLAHfIjmRMc.005,train,0.6915887850467289
5kY-Iv6UkeU.003,train,0.336448598130841
uwUkp63db18.003,train,0.4766355140186915
CuGuiOZ48Ig.002,train,0.5327102803738317
nZC82V87Pm0.002,train,0.5327102803738317
p7-JUvStF4w.004,train,0.2897196261682243
hnMp0eX28es.001,train,0.4299065420560747
5Mc-mjLvvGU.003,train,0.233644859813084
kwcpINU9LLk.004,train,0.5700934579439252
0hWbtuRVUgM.005,train,0.6355140186915886
2f7rLXwzP3s.000,train,0.5887850467289719
l3IoZ_QmOQo.004,train,0.6355140186915886
hT83GkLYIFs.002,train,0.5607476635514018
JBdLI6AhJrw.000,train,0.5046728971962616
TD2jIXMD-SM.002,train,0.4859813084112149
38fE5B4ghw0.005,train,0.5700934579439252
puJ_NbKzRTE.003,train,0.4485981308411215
sNs4yCA11wk.001,train,0.7476635514018691
4KD3XCMsIBs.004,train,0.4579439252336448
gX20EUUZc9M.004,train,0.5607476635514018
BLKXsX7-WIg.003,train,0.4485981308411215
OhHg1lyxe4I.002,train,0.1214953271028037
8e4nnel_x-M.001,train,0.5514018691588785
4vdJGgZpj4k.005,train,0.3738317757009345
GyLjVOVPGKQ.005,train,0.2990654205607476
53gtUkC7IZM.001,train,0.439252336448598
L5PkZA1ErYY.002,train,0.4485981308411215
eZwGkhUa0TQ.005,train,0.336448598130841
Wby2oMliGz0.005,train,0.822429906542056
PxkMDzORBPE.005,train,0.4579439252336448
WUNXs4r_xCU.003,train,0.5514018691588785
sBHv1jYmZQE.004,train,0.4953271028037382
me15sHPOjKo.005,train,0.616822429906542
LBrmHHzyIiY.002,train,0.3738317757009345
uqd_cEJMJ4o.003,train,0.3644859813084112
oqXx6ipHfUE.000,train,0.3177570093457943
i4IVTm3uvoM.000,train,0.616822429906542
oU7zAWm_01o.003,train,0.5887850467289719
cOirMOCpdo8.000,train,0.3644859813084112
Ft0ahViXZPc.003,train,0.644859813084112
bcRPLKygrNk.000,train,0.4018691588785046
OLFhKCgexRU.001,train,0.6074766355140186
ic_LECbCm5M.004,train,0.5514018691588785
Shf0JB_MutI.001,train,0.5514018691588785
GCkOL2jLSQA.005,train,0.5794392523364486
51KRxB3g7A8.000,train,0.5046728971962616
USicjVA1trA.003,train,0.6355140186915886
YiX6thczM1w.002,train,0.616822429906542
merppcmY6y0.004,train,0.3831775700934579
voXr6-ykd1w.000,train,0.4018691588785046
3LAaFUSGvsU.001,train,0.4766355140186915
XvV4YdhpC2w.001,train,0.5420560747663551
K-iwJMxjyx4.000,train,0.5981308411214953
kL-CeaXG9jM.002,train,0.5514018691588785
YF2QVn1fK1E.005,train,0.5420560747663551
ROTx-0q1F9M.001,train,0.514018691588785
vR7YF7Zv5-Q.000,train,0.2897196261682243
DXw4lVoiiWY.004,train,0.4299065420560747
OckL7z_nBGg.004,train,0.4766355140186915
5kwoq4EZixQ.001,train,0.6261682242990654
7tlMys6MZ34.003,train,0.5420560747663551
jOTlJwOBSd4.003,train,0.5514018691588785
4F-WBGPXiqQ.001,train,0.4112149532710279
B3zFJhrmqwg.002,train,0.0747663551401869
mEQBB6XsJFk.001,train,0.5794392523364486
Vj-Cmtqv_qY.001,train,0.5327102803738317
6EMgu2djYrU.002,train,0.5887850467289719
gipWTZy9mjI.002,train,0.4018691588785046
c4YxfATgYkw.002,train,0.4672897196261681
TursJyaFzqY.004,train,0.4859813084112149
x57nEfACdXA.002,train,0.7102803738317757
c2LeNguVNrI.003,train,0.4672897196261681
U-PRay-woXU.002,train,0.7383177570093457
F5iykLTSCJc.000,train,0.3551401869158878
Dq7Uep06KOQ.001,train,0.3177570093457943
K63T9l1xY7U.003,train,0.5514018691588785
JxxF9y61ujA.005,train,0.616822429906542
RhFPotjd0hM.004,train,0.5420560747663551
KfurkMyjD-c.003,train,0.6542056074766355
BLeDNfK2quI.004,train,0.6915887850467289
p5v75vAZ7F0.005,train,0.4112149532710279
aptKaxP81xA.004,train,0.4766355140186915
9Crw2RtrBcY.001,train,0.616822429906542
outvbZgNX58.000,train,0.3831775700934579
y--uBBy7ebM.005,train,0.439252336448598
1mfrM-FT-5E.000,train,0.2149532710280373
KfurkMyjD-c.001,train,0.5700934579439252
tutTFKP_fdg.005,train,0.5046728971962616
NFAlff6GUpA.005,train,0.5420560747663551
NdAJGXf8aos.005,train,0.5607476635514018
3taD1fEPfC8.003,train,0.3644859813084112
nGGtTu6dSJE.000,train,0.2710280373831775
ZaihsIQZCx8.002,train,0.4205607476635514
2rV3Ibtdnvs.000,train,0.6728971962616823
1yIGI42lzak.001,train,0.4485981308411215
Ay7bZ7Sgx9Q.004,train,0.4579439252336448
Y8gv_ZK3w4A.000,train,0.514018691588785
rXoCKj1qwn4.001,train,0.6728971962616823
lkdQjIunxSE.002,train,0.5607476635514018
D_FGBb-1B1o.002,train,0.6074766355140186
v0jtovM6Ajg.000,train,0.7102803738317757
pzfDth6nFQE.000,train,0.1588785046728971
QsUj_OlGQ-0.000,train,0.4953271028037382
b-qfeGqPd04.000,train,0.2523364485981308
WuIKjBb7s4Q.004,train,0.3738317757009345
8dVcA5J1Dcw.000,train,0.5233644859813084
p_Z4QGqu4Qo.001,train,0.5794392523364486
4nir0YtjHVs.002,train,0.5327102803738317
MOobNUpfWiY.002,train,0.2616822429906542
JBiq9X_-r84.000,train,0.514018691588785
t0AupkXkkZw.001,train,0.616822429906542
Sdqg-jn_tBk.000,train,0.6074766355140186
A7exx3pEPkE.000,train,0.2990654205607476
uRY3aJAaogw.002,train,0.5514018691588785
opEoJBrcmbI.001,train,0.4205607476635514
dy9EqbKLDP0.003,train,0.7102803738317757
N5nIQZMW_ig.003,train,0.5327102803738317
UEYKBC_SuzU.004,train,0.439252336448598
6WSr4IW6cNI.003,train,0.4112149532710279
CESTtNvDpww.003,train,0.7009345794392522
PxpbeM9VavA.001,train,0.5887850467289719
fY4tctYZTz8.005,train,0.3271028037383177
Rp_gyvKE4hI.001,train,0.3271028037383177
VvSk5m90xOs.003,train,0.2523364485981308
BA5qWO9eU2Y.000,train,0.4859813084112149
f7E26XfU8rw.003,train,0.5514018691588785
3Vr5-zedeWk.003,train,0.2710280373831775
r2HcJYjGK5s.001,train,0.4579439252336448
R0RURVpmU9M.004,train,0.6355140186915886
7IegDaeNlik.003,train,0.2710280373831775
f5jPfJYvihA.000,train,0.4205607476635514
gWCgqVn3m3k.000,train,0.7570093457943924
HUHFlCs3YJ8.005,train,0.6074766355140186
EHPZNxP5mN8.000,train,0.6355140186915886
vE9XgQL7DGE.003,train,0.3644859813084112
qyzuaettjU8.004,train,0.514018691588785
FwjoTGcsFNg.003,train,0.7476635514018691
j-XUQ3Rmq6w.003,train,0.4112149532710279
t6-ljEWQjW8.000,train,0.3177570093457943
xeE08Vn-HXI.001,train,0.3644859813084112
A0braVJH3Pw.002,train,0.4112149532710279
7b9DirXrkHo.003,train,0.4859813084112149
y--uBBy7ebM.004,train,0.5327102803738317
bMY2DaFFwzU.000,train,0.3644859813084112
KIhpjwf5uAA.001,train,0.6542056074766355
mhvkJjOAjYI.004,train,0.6074766355140186
Fco1CMgOadI.003,train,0.822429906542056
M0U48Lm33A8.003,train,0.644859813084112
k4eeYoHtnnI.004,train,0.4766355140186915
3gKpBq-1yG4.003,train,0.4112149532710279
jVGTEDAYWZ8.003,train,0.5700934579439252
9J-KIPMQmqk.004,train,0.616822429906542
GyLjVOVPGKQ.004,train,0.4579439252336448
UipoC_HLOP0.004,train,0.6635514018691588
AR3UwbmgKuQ.004,train,0.1962616822429906
muLgzV1gGao.005,train,0.4672897196261681
Cl7vQ9QR0es.002,train,0.4953271028037382
E3z1D7CKoOA.000,train,0.308411214953271
mlsiYewUwO0.002,train,0.8878504672897195
ABWFQuPG1LA.004,train,0.439252336448598
lnawWqnGpMc.004,train,0.4953271028037382
l-WgXcGLdZk.005,train,0.5981308411214953
ga_XczsO4eY.005,train,0.5514018691588785
OmXuhT4yJpo.005,train,0.7570093457943924
AwNVGShHjvw.001,train,0.4205607476635514
U_QQ8EuuWPg.001,train,0.5327102803738317
e6YTvjDXEl0.001,train,0.6355140186915886
qtB-CogljAo.001,train,0.5233644859813084
OtGJDbI9qkM.005,train,0.7476635514018691
Zwu5Y5r3Lrs.001,train,0.4672897196261681
C2MEPH7x9m0.001,train,0.5233644859813084
3AyjQQYmqU4.000,train,0.5794392523364486
4JjpfL4y3XM.000,train,0.5794392523364486
iPblZBQpafs.002,train,0.3271028037383177
IHJn3UHXCMs.004,train,0.2523364485981308
EknEAPhAjdA.001,train,0.308411214953271
fecQUZ-ehKQ.002,train,0.7289719626168224
7QeVs-mXmcI.003,train,0.9719626168224298
PCmec_zcu_w.002,train,0.7289719626168224
6JfSPPVUgIg.005,train,0.3644859813084112
p5v75vAZ7F0.003,train,0.2990654205607476
Z9GzSxQHKSI.001,train,0.4672897196261681
pwvQaSwgso8.000,train,0.4205607476635514
7kO7jYYUVWg.004,train,0.5794392523364486
OhHg1lyxe4I.001,train,0.1121495327102803
SIpQm4G4DDg.000,train,0.3831775700934579
opyTSeVCYtE.002,train,0.4299065420560747
V1I40vVRk78.002,train,0.5420560747663551
f9GeYKAXgAQ.000,train,0.4859813084112149
7BgScfRre5M.001,train,0.5046728971962616
xLfLuyIQOJE.003,train,0.4205607476635514
8py6SksNsZQ.002,train,0.5233644859813084
ciWUq6iQTIE.000,train,0.3738317757009345
fSkQXqXR7D0.001,train,0.5420560747663551
TwWDFpN3occ.001,train,0.5794392523364486
JhdFmuwquHM.003,train,0.1962616822429906
voXr6-ykd1w.002,train,0.4205607476635514
cSyVbIYfwxA.004,train,0.6542056074766355
2TMl5EMrdVI.004,train,0.336448598130841
zeUC7e-4w1E.005,train,0.6915887850467289
DzqJmiQjsZ4.000,train,0.5327102803738317
I53JQFtiQxM.000,train,0.4485981308411215
WMp0lsXbOqM.003,train,0.7757009345794392
XOioICna1hc.005,train,0.439252336448598
dLltwqkvsNg.001,train,0.5607476635514018
JIYZTruMpiI.005,train,0.6542056074766355
mXgUV0o6a20.001,train,0.6074766355140186
yBlPsPBRv5E.002,train,0.644859813084112
CuGuiOZ48Ig.001,train,0.6635514018691588
Zvdh8ym1Yrg.001,train,0.4766355140186915
DxATjKPysfs.003,train,0.4112149532710279
1AMp8Y_0UGc.004,train,0.4299065420560747
YPMffqhP0C8.004,train,0.2149532710280373
XJj34u5IzU0.002,train,0.616822429906542
6EMgu2djYrU.001,train,0.4579439252336448
dLltwqkvsNg.002,train,0.4299065420560747
VM409fZmJE0.000,train,0.3644859813084112
qBG1mjC7Zgg.004,train,0.4205607476635514
KhMsmtSC5Lg.001,train,0.5514018691588785
H8h4fAGgV18.005,train,0.439252336448598
LBrmHHzyIiY.001,train,0.5607476635514018
2P1FbMJLUAs.003,train,0.4112149532710279
HT_8WpgGqjk.000,train,0.5514018691588785
2r5NVi3SZ2I.000,train,0.7663551401869158
3J7Cl3FXs1o.001,train,0.6728971962616823
YliKljQIX2o.003,train,0.719626168224299
sDWJMBZ1mVA.005,train,0.2149532710280373
aPTNxA43WHY.002,train,0.514018691588785
tNPLxKC38Xs.004,train,0.6074766355140186
dB2XYhvqUBU.003,train,0.5794392523364486
eRRCer7epnA.005,train,0.6261682242990654
Jf8lqSpAjZ8.001,train,0.5887850467289719
u0NIAbS0mDM.001,train,0.4205607476635514
3yU-7AXnFCM.003,train,0.4485981308411215
7pLYJKO75_c.001,train,0.514018691588785
B77ZCcCMrkM.005,train,0.7943925233644858
G7hYffrZ1Hc.005,train,0.3831775700934579
FSBBbxNi0iU.005,train,0.6074766355140186
zupxsNi2er8.005,train,0.5233644859813084
53QFyec0uN0.003,train,0.5700934579439252
mxLRr3YqgMU.000,train,0.4766355140186915
gCQT7zfS7sI.002,train,0.4205607476635514
FcR9VhCxBb0.002,train,0.616822429906542
C3knX70mzxQ.005,train,0.6822429906542056
iXaqqRE76lI.003,train,0.5700934579439252
Dq7Uep06KOQ.005,train,0.2710280373831775
4NzqG0XwOWg.004,train,0.7570093457943924
UOvgGSx9k_k.001,train,0.514018691588785
Bz3Jx4QL_6Q.001,train,0.644859813084112
P6g1mZ3f76U.001,train,0.5981308411214953
fwJykIyvS04.001,train,0.4112149532710279
KYkfjIZEScM.005,train,0.6822429906542056
6N02tjYPLh8.005,train,0.4112149532710279
Eh7WRYXVh9M.000,train,0.5887850467289719
LGPm8ok6kVo.001,train,0.6355140186915886
6-_1-vBNl_0.002,train,0.3831775700934579
mEQBB6XsJFk.005,train,0.6728971962616823
zJEnT19uoPY.004,train,0.6635514018691588
c5ZnKbaNCE8.005,train,0.4766355140186915
xyOq5SL0Evc.002,train,0.4859813084112149
c5ZnKbaNCE8.000,train,0.4112149532710279
VvSk5m90xOs.000,train,0.3738317757009345
g0PWBzU95sI.001,train,0.4859813084112149
PooFvZH6fK0.003,train,0.6355140186915886
eD4b8sM-Tpw.000,train,0.3271028037383177
naAGy30bnwA.005,train,0.336448598130841
Xfmu-7JuDGg.000,train,0.3551401869158878
19pTUX8KfYM.000,train,0.5046728971962616
PsHb4YHooKM.003,train,0.5514018691588785
TPRQyuiNYmI.002,train,0.6915887850467289
HUJt0I1UKzo.002,train,0.6728971962616823
LP5N5uPfTdA.004,train,0.5233644859813084
X1EjfXX3NTk.003,train,0.5607476635514018
btcCanysQsw.004,train,0.4018691588785046
N7oR6_oMBFk.000,train,0.6355140186915886
Wby2oMliGz0.000,train,0.5794392523364486
9UEBU_yiTPs.001,train,0.5420560747663551
xun35caJTQI.002,train,0.5046728971962616
mnRuiwFx_Z8.002,train,0.5233644859813084
HONL8ha-1BE.003,train,0.5981308411214953
5ghk5950BhU.004,train,0.4953271028037382
yIe7Rp54-bU.001,train,0.5233644859813084
rJgbslC72gw.003,train,0.3177570093457943
Nv0-x4K9YFI.000,train,0.2149532710280373
ZNymNgd5EuQ.004,train,0.719626168224299
Gl93Hw1A2kY.005,train,0.4205607476635514
XT4rTk6-Etc.000,train,0.6074766355140186
hK5lmI9pwck.003,train,0.7383177570093457
xzRYaxrhne8.003,train,0.5607476635514018
w4cZStXMUII.003,train,0.5327102803738317
tiVKJWLzmk4.001,train,0.6074766355140186
jmbAPNTJ3Vk.002,train,0.4112149532710279
EiXQ9RErt6c.002,train,0.4485981308411215
UKHSKkb0V1o.005,train,0.6261682242990654
hG0I7DLSSYg.002,train,0.616822429906542
m7zdWVDT-34.004,train,0.7009345794392522
kzDQXSGGomg.002,train,0.7009345794392522
ztyBhnjtrz0.001,train,0.6074766355140186
3Q3SB1dVAng.000,train,0.5233644859813084
-VTqcHNgH7M.004,train,0.4859813084112149
M39PNQ8Omhc.005,train,0.6074766355140186
EcOC7ZVRSg4.001,train,0.5420560747663551
OxaBanUE6KE.002,train,0.6728971962616823
vYVqhg_VGP8.000,train,0.4579439252336448
G-25EWOIGNs.005,train,0.5700934579439252
qkmEt0ofGq8.002,train,0.5046728971962616
cWZudzeJVXg.000,train,0.2429906542056074
TaL5JleXDP8.005,train,0.6542056074766355
MbufNmC0JL0.004,train,0.4579439252336448
Bk9Hxn7Drxw.003,train,0.5514018691588785
8XJCdulCPkM.004,train,0.6355140186915886
LtBYojIGYEc.001,train,0.6261682242990654
djsoQkroHpo.001,train,0.3644859813084112
TIRrlL71dEQ.000,train,0.3831775700934579
1hpZ2ecWqtI.005,train,0.5327102803738317
Os7L5C-i9Fw.003,train,0.3551401869158878
bt-ev53zZWE.001,train,0.4579439252336448
A6ZWTfKPLPE.003,train,0.5514018691588785
e3NaBdG-ZmM.000,train,0.336448598130841
mZ3vypXAfHg.000,train,0.5607476635514018
zF46tAI2PQc.004,train,0.7102803738317757
T1tJTwlGqOM.000,train,0.4018691588785046
upgv7xmOb1I.002,train,0.2710280373831775
Etfh8X-ECtY.001,train,0.3738317757009345
